CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,_count,_sum,_mean,class,time
0600200010411,06,002,0001,0411,17020.0,51060.0,3.0,Rain,21000
0600200011481,06,002,0001,1481,15369.0,46107.0,3.0,Rain,21000
0600200011068,06,002,0001,1068,28751.0,86253.0,3.0,Rain,21000
0600200010708,06,002,0001,0708,12660.0,37980.0,3.0,Rain,21000
0600200011458,06,002,0001,1458,8266.0,24798.0,3.0,Rain,21000
0600200010318,06,002,0001,0318,13650.0,40950.0,3.0,Rain,21000
0600200010680,06,002,0001,0680,12667.0,38001.0,3.0,Rain,21000
0600200010712,06,002,0001,0712,16792.0,50376.0,3.0,Rain,21000
0600200010746,06,002,0001,0746,17500.0,52500.0,3.0,Rain,21000
0600200010750,06,002,0001,0750,21615.0,64845.0,3.0,Rain,21000
0600200010765,06,002,0001,0765,17334.0,52002.0,3.0,Rain,21000
0600200010816,06,002,0001,0816,9994.0,29982.0,3.0,Rain,21000
0600200011123,06,002,0001,1123,9422.0,28266.0,3.0,Rain,21000
0600200011227,06,002,0001,1227,19151.0,57453.0,3.0,Rain,21000
0600200011265,06,002,0001,1265,15638.0,46914.0,3.0,Rain,21000
060020001127A,06,002,0001,127A,18291.0,54873.0,3.0,Rain,21000
0600200010801,06,002,0001,0801,21416.0,64248.0,3.0,Rain,21000
0600200010835,06,002,0001,0835,17270.0,51810.0,3.0,Rain,21000
0600200010924,06,002,0001,0924,19386.0,58158.0,3.0,Rain,21000
0600200011439,06,002,0001,1439,10954.0,32862.0,3.0,Rain,21000
0600200011462,06,002,0001,1462,13706.0,41118.0,3.0,Rain,21000
0600200010322,06,002,0001,0322,14773.0,44319.0,3.0,Rain,21000
060020001077A,06,002,0001,077A,18408.0,55224.0,3.0,Rain,21000
0600200010981,06,002,0001,0981,5172.0,15516.0,3.0,Rain,21000
0600200011513,06,002,0001,1513,23388.0,70164.0,3.0,Rain,21000
0600200011528,06,002,0001,1528,8437.0,25311.0,3.0,Rain,21000
0600200011301,06,002,0001,1301,30706.0,92118.0,3.0,Rain,21000
0600200011053,06,002,0001,1053,16372.0,49116.0,3.0,Rain,21000
0600200011072,06,002,0001,1072,14426.0,43278.0,3.0,Rain,21000
0600200010731,06,002,0001,0731,14382.0,43146.0,3.0,Rain,21000
060020001166A,06,002,0001,166A,4462.0,13386.0,3.0,Rain,21000
0600200011710,06,002,0001,1710,4946.0,14838.0,3.0,Rain,21000
060020001006A,06,002,0001,006A,3835.0,11505.0,3.0,Rain,21000
0600200010074,06,002,0001,0074,2422.0,7266.0,3.0,Rain,21000
0600200011655,06,002,0001,1655,13757.0,41271.0,3.0,Rain,21000
0600200011636,06,002,0001,1636,4858.0,14574.0,3.0,Rain,21000
0601000010362,06,010,0001,0362,9134.0,27402.0,3.0,Rain,21000
0600200011640,06,002,0001,1640,6309.0,18927.0,3.0,Rain,21300
0600200011617,06,002,0001,1617,11442.0,34326.0,3.0,Rain,21300
0600200011621,06,002,0001,1621,7196.0,21588.0,3.0,Rain,21300
0600200010676,06,002,0001,0676,15358.0,46074.0,3.0,Rain,21300
0600200010727,06,002,0001,0727,26366.0,79098.0,3.0,Rain,21300
0600200011142,06,002,0001,1142,16974.0,50922.0,3.0,Rain,21300
0600200010411,06,002,0001,0411,17020.0,51060.0,3.0,Rain,21300
0600200011481,06,002,0001,1481,15369.0,46107.0,3.0,Rain,21300
0600200011068,06,002,0001,1068,28751.0,86253.0,3.0,Rain,21300
0600200010708,06,002,0001,0708,12660.0,37980.0,3.0,Rain,21300
0600200011458,06,002,0001,1458,8266.0,24798.0,3.0,Rain,21300
0600200010318,06,002,0001,0318,13650.0,40950.0,3.0,Rain,21300
0600200010680,06,002,0001,0680,12667.0,38001.0,3.0,Rain,21300
0600200010712,06,002,0001,0712,16792.0,50376.0,3.0,Rain,21300
0600200010746,06,002,0001,0746,17500.0,52500.0,3.0,Rain,21300
0600200010750,06,002,0001,0750,21615.0,64845.0,3.0,Rain,21300
0600200010765,06,002,0001,0765,17334.0,52002.0,3.0,Rain,21300
0600200010816,06,002,0001,0816,9994.0,29982.0,3.0,Rain,21300
0600200011123,06,002,0001,1123,9422.0,28266.0,3.0,Rain,21300
0600200011227,06,002,0001,1227,19151.0,57453.0,3.0,Rain,21300
0600200011265,06,002,0001,1265,15638.0,46914.0,3.0,Rain,21300
060020001127A,06,002,0001,127A,18291.0,54873.0,3.0,Rain,21300
0600200010801,06,002,0001,0801,21416.0,64248.0,3.0,Rain,21300
0600200010835,06,002,0001,0835,17270.0,51810.0,3.0,Rain,21300
0600200010924,06,002,0001,0924,19386.0,58158.0,3.0,Rain,21300
0600200011439,06,002,0001,1439,10954.0,32862.0,3.0,Rain,21300
0600200011462,06,002,0001,1462,13706.0,41118.0,3.0,Rain,21300
0600200010322,06,002,0001,0322,14773.0,44319.0,3.0,Rain,21300
060020001077A,06,002,0001,077A,18408.0,55224.0,3.0,Rain,21300
0600200010981,06,002,0001,0981,5172.0,15516.0,3.0,Rain,21300
0600200011513,06,002,0001,1513,23388.0,70164.0,3.0,Rain,21300
0600200011528,06,002,0001,1528,8437.0,25311.0,3.0,Rain,21300
0600200011301,06,002,0001,1301,30706.0,92118.0,3.0,Rain,21300
0600200011053,06,002,0001,1053,16372.0,49116.0,3.0,Rain,21300
0600200011072,06,002,0001,1072,14426.0,43278.0,3.0,Rain,21300
0600200010731,06,002,0001,0731,14382.0,43146.0,3.0,Rain,21300
060020001166A,06,002,0001,166A,4462.0,13386.0,3.0,Rain,21300
0600200011710,06,002,0001,1710,4946.0,14838.0,3.0,Rain,21300
060020001006A,06,002,0001,006A,3835.0,11505.0,3.0,Rain,21300
0600200010074,06,002,0001,0074,2422.0,7266.0,3.0,Rain,21300
0600200011655,06,002,0001,1655,13757.0,41271.0,3.0,Rain,21300
0600200011636,06,002,0001,1636,4858.0,14574.0,3.0,Rain,21300
0601000010362,06,010,0001,0362,9134.0,27402.0,3.0,Rain,21300
0600200011640,06,002,0001,1640,6309.0,11356.199999999306,1.79999999999989,Rain,21600
0600200011617,06,002,0001,1617,11442.0,20595.59999999557,1.799999999999613,Rain,21600
0600200011621,06,002,0001,1621,7196.0,12952.79999999866,1.7999999999998137,Rain,21600
0600200010676,06,002,0001,0676,15358.0,27644.399999992722,1.7999999999995262,Rain,21600
0600200010727,06,002,0001,0727,26366.0,47458.8000000144,1.8000000000005463,Rain,21600
0600200011142,06,002,0001,1142,16974.0,30553.199999991546,1.799999999999502,Rain,21600
0600200010411,06,002,0001,0411,17020.0,30635.999999991513,1.7999999999995013,Rain,21600
0600200011481,06,002,0001,1481,15369.0,27664.199999992714,1.799999999999526,Rain,21600
0600200011068,06,002,0001,1068,28751.0,51751.80000002134,1.8000000000007423,Rain,21600
0600200010708,06,002,0001,0708,12660.0,22787.999999994685,1.7999999999995802,Rain,21600
0600200011458,06,002,0001,1458,8266.0,14878.799999997882,1.7999999999997438,Rain,21600
0600200010318,06,002,0001,0318,13650.0,24569.999999993965,1.799999999999558,Rain,21600
0600200010680,06,002,0001,0680,12667.0,22800.59999999468,1.79999999999958,Rain,21600
0600200010712,06,002,0001,0712,16792.0,30225.59999999168,1.7999999999995044,Rain,21600
0600200010746,06,002,0001,0746,17500.0,31499.999999991163,1.7999999999994951,Rain,21600
0600200010750,06,002,0001,0750,21615.0,38907.000000000575,1.8000000000000267,Rain,21600
0600200010765,06,002,0001,0765,17334.0,31201.199999991284,1.7999999999994971,Rain,21600
0600200010816,06,002,0001,0816,9994.0,17989.199999996625,1.7999999999996623,Rain,21600
0600200011123,06,002,0001,1123,9422.0,16959.59999999704,1.7999999999996859,Rain,21600
0600200011227,06,002,0001,1227,19151.0,34471.7999999934,1.7999999999996557,Rain,21600
0600200011265,06,002,0001,1265,15638.0,28148.399999992518,1.7999999999995215,Rain,21600
060020001127A,06,002,0001,127A,18291.0,32923.7999999909,1.7999999999995024,Rain,21600
0600200010801,06,002,0001,0801,21416.0,38548.799999999996,1.7999999999999998,Rain,21600
0600200010835,06,002,0001,0835,17270.0,31085.99999999133,1.799999999999498,Rain,21600
0600200010924,06,002,0001,0924,19386.0,34894.79999999409,1.799999999999695,Rain,21600
0600200011439,06,002,0001,1439,10954.0,19717.199999995926,1.7999999999996281,Rain,21600
0600200011462,06,002,0001,1462,13706.0,24670.799999993924,1.7999999999995566,Rain,21600
0600200010322,06,002,0001,0322,14773.0,26591.399999993148,1.7999999999995362,Rain,21600
060020001077A,06,002,0001,077A,18408.0,33134.39999999124,1.7999999999995242,Rain,21600
0600200010981,06,002,0001,0981,5172.0,9309.600000000133,1.8000000000000258,Rain,21600
0600200011513,06,002,0001,1513,23388.0,42098.400000005735,1.8000000000002452,Rain,21600
0600200011528,06,002,0001,1528,8437.0,15186.599999997758,1.7999999999997343,Rain,21600
0600200011301,06,002,0001,1301,30706.0,55270.80000002703,1.8000000000008805,Rain,21600
0600200011053,06,002,0001,1053,16372.0,29469.599999991984,1.7999999999995104,Rain,21600
0600200011072,06,002,0001,1072,14426.0,25966.7999999934,1.7999999999995424,Rain,21600
0600200010731,06,002,0001,0731,14382.0,25887.599999993432,1.7999999999995433,Rain,21600
060020001166A,06,002,0001,166A,4462.0,8031.600000000568,1.8000000000001273,Rain,21600
0600200011710,06,002,0001,1710,4946.0,8902.800000000298,1.8000000000000602,Rain,21600
060020001006A,06,002,0001,006A,3835.0,6903.000000000454,1.8000000000001184,Rain,21600
0600200010074,06,002,0001,0074,2422.0,4359.600000000197,1.8000000000000813,Rain,21600
0600200011655,06,002,0001,1655,13757.0,24762.599999993887,1.7999999999995557,Rain,21600
0600200011636,06,002,0001,1636,4858.0,8744.400000000362,1.8000000000000744,Rain,21600
0601000010362,06,010,0001,0362,9134.0,16441.19999999725,1.799999999999699,Rain,21600
0600200011640,06,002,0001,1640,6309.0,11356.199999999306,1.79999999999989,Rain,21900
0600200011617,06,002,0001,1617,11442.0,20595.59999999557,1.799999999999613,Rain,21900
0600200011621,06,002,0001,1621,7196.0,12952.79999999866,1.7999999999998137,Rain,21900
0600200010676,06,002,0001,0676,15358.0,27644.399999992722,1.7999999999995262,Rain,21900
0600200010727,06,002,0001,0727,26366.0,47458.8000000144,1.8000000000005463,Rain,21900
0600200011142,06,002,0001,1142,16974.0,30553.199999991546,1.799999999999502,Rain,21900
0600200010411,06,002,0001,0411,17020.0,30635.999999991513,1.7999999999995013,Rain,21900
0600200011481,06,002,0001,1481,15369.0,27664.199999992714,1.799999999999526,Rain,21900
0600200011068,06,002,0001,1068,28751.0,51751.80000002134,1.8000000000007423,Rain,21900
0600200010708,06,002,0001,0708,12660.0,22787.999999994685,1.7999999999995802,Rain,21900
0600200011458,06,002,0001,1458,8266.0,14878.799999997882,1.7999999999997438,Rain,21900
0600200010318,06,002,0001,0318,13650.0,24569.999999993965,1.799999999999558,Rain,21900
0600200010680,06,002,0001,0680,12667.0,22800.59999999468,1.79999999999958,Rain,21900
0600200010712,06,002,0001,0712,16792.0,30225.59999999168,1.7999999999995044,Rain,21900
0600200010746,06,002,0001,0746,17500.0,31499.999999991163,1.7999999999994951,Rain,21900
0600200010750,06,002,0001,0750,21615.0,38907.000000000575,1.8000000000000267,Rain,21900
0600200010765,06,002,0001,0765,17334.0,31201.199999991284,1.7999999999994971,Rain,21900
0600200010816,06,002,0001,0816,9994.0,17989.199999996625,1.7999999999996623,Rain,21900
0600200011123,06,002,0001,1123,9422.0,16959.59999999704,1.7999999999996859,Rain,21900
0600200011227,06,002,0001,1227,19151.0,34471.7999999934,1.7999999999996557,Rain,21900
0600200011265,06,002,0001,1265,15638.0,28148.399999992518,1.7999999999995215,Rain,21900
060020001127A,06,002,0001,127A,18291.0,32923.7999999909,1.7999999999995024,Rain,21900
0600200010801,06,002,0001,0801,21416.0,38548.799999999996,1.7999999999999998,Rain,21900
0600200010835,06,002,0001,0835,17270.0,31085.99999999133,1.799999999999498,Rain,21900
0600200010924,06,002,0001,0924,19386.0,34894.79999999409,1.799999999999695,Rain,21900
0600200011439,06,002,0001,1439,10954.0,19717.199999995926,1.7999999999996281,Rain,21900
0600200011462,06,002,0001,1462,13706.0,24670.799999993924,1.7999999999995566,Rain,21900
0600200010322,06,002,0001,0322,14773.0,26591.399999993148,1.7999999999995362,Rain,21900
060020001077A,06,002,0001,077A,18408.0,33134.39999999124,1.7999999999995242,Rain,21900
0600200010981,06,002,0001,0981,5172.0,9309.600000000133,1.8000000000000258,Rain,21900
0600200011513,06,002,0001,1513,23388.0,42098.400000005735,1.8000000000002452,Rain,21900
0600200011528,06,002,0001,1528,8437.0,15186.599999997758,1.7999999999997343,Rain,21900
0600200011301,06,002,0001,1301,30706.0,55270.80000002703,1.8000000000008805,Rain,21900
0600200011053,06,002,0001,1053,16372.0,29469.599999991984,1.7999999999995104,Rain,21900
0600200011072,06,002,0001,1072,14426.0,25966.7999999934,1.7999999999995424,Rain,21900
0600200010731,06,002,0001,0731,14382.0,25887.599999993432,1.7999999999995433,Rain,21900
060020001166A,06,002,0001,166A,4462.0,8031.600000000568,1.8000000000001273,Rain,21900
0600200011710,06,002,0001,1710,4946.0,8902.800000000298,1.8000000000000602,Rain,21900
060020001006A,06,002,0001,006A,3835.0,6903.000000000454,1.8000000000001184,Rain,21900
0600200010074,06,002,0001,0074,2422.0,4359.600000000197,1.8000000000000813,Rain,21900
0600200011655,06,002,0001,1655,13757.0,24762.599999993887,1.7999999999995557,Rain,21900
0600200011636,06,002,0001,1636,4858.0,8744.400000000362,1.8000000000000744,Rain,21900
0601000010362,06,010,0001,0362,9134.0,16441.19999999725,1.799999999999699,Rain,21900
0600200011640,06,002,0001,1640,6309.0,7192.26000000074,1.1400000000001171,Rain,22200
0600200011617,06,002,0001,1617,11442.0,13043.87999999855,1.1399999999998733,Rain,22200
0600200011621,06,002,0001,1621,7196.0,8203.440000001021,1.1400000000001418,Rain,22200
0600200010676,06,002,0001,0676,15358.0,17508.11999999627,1.1399999999997572,Rain,22200
0600200010727,06,002,0001,0727,26366.0,30057.239999989863,1.1399999999996155,Rain,22200
0600200011142,06,002,0001,1142,16974.0,19350.35999999533,1.1399999999997248,Rain,22200
0600200010411,06,002,0001,0411,17020.0,19402.799999995303,1.139999999999724,Rain,22200
0600200011481,06,002,0001,1481,15369.0,17520.659999996264,1.139999999999757,Rain,22200
0600200011068,06,002,0001,1068,28751.0,32776.139999988474,1.1399999999995991,Rain,22200
0600200010708,06,002,0001,0708,12660.0,14432.39999999784,1.1399999999998294,Rain,22200
0600200011458,06,002,0001,1458,8266.0,9423.240000000398,1.140000000000048,Rain,22200
0600200010318,06,002,0001,0318,13650.0,15560.999999997264,1.1399999999997996,Rain,22200
0600200010680,06,002,0001,0680,12667.0,14440.379999997836,1.1399999999998291,Rain,22200
0600200010712,06,002,0001,0712,16792.0,19142.879999995435,1.1399999999997281,Rain,22200
0600200010746,06,002,0001,0746,17500.0,19949.999999995023,1.1399999999997157,Rain,22200
0600200010750,06,002,0001,0750,21615.0,24641.099999992628,1.1399999999996588,Rain,22200
0600200010765,06,002,0001,0765,17334.0,19760.75999999512,1.1399999999997186,Rain,22200
0600200010816,06,002,0001,0816,9994.0,11393.159999999392,1.1399999999999393,Rain,22200
0600200011123,06,002,0001,1123,9422.0,10741.079999999725,1.1399999999999708,Rain,22200
0600200011227,06,002,0001,1227,19151.0,21832.139999994062,1.13999999999969,Rain,22200
0600200011265,06,002,0001,1265,15638.0,17827.319999996107,1.139999999999751,Rain,22200
060020001127A,06,002,0001,127A,18291.0,20851.739999994563,1.1399999999997028,Rain,22200
0600200010801,06,002,0001,0801,21416.0,24414.239999992744,1.1399999999996613,Rain,22200
0600200010835,06,002,0001,0835,17270.0,19687.799999995157,1.1399999999997197,Rain,22200
0600200010924,06,002,0001,0924,19386.0,22100.039999993925,1.1399999999996866,Rain,22200
0600200011439,06,002,0001,1439,10954.0,12487.559999998834,1.1399999999998935,Rain,22200
0600200011462,06,002,0001,1462,13706.0,15624.839999997232,1.139999999999798,Rain,22200
0600200010322,06,002,0001,0322,14773.0,16841.21999999661,1.1399999999997705,Rain,22200
060020001077A,06,002,0001,077A,18408.0,20985.119999994495,1.139999999999701,Rain,22200
0600200010981,06,002,0001,0981,5172.0,5896.080000000367,1.140000000000071,Rain,22200
0600200011513,06,002,0001,1513,23388.0,26662.319999991596,1.1399999999996406,Rain,22200
0600200011528,06,002,0001,1528,8437.0,9618.180000000299,1.1400000000000354,Rain,22200
0600200011301,06,002,0001,1301,30706.0,35004.839999987336,1.1399999999995876,Rain,22200
0600200011053,06,002,0001,1053,16372.0,18664.07999999568,1.1399999999997361,Rain,22200
0600200011072,06,002,0001,1072,14426.0,16445.639999996813,1.139999999999779,Rain,22200
0600200010731,06,002,0001,0731,14382.0,16395.479999996838,1.13999999999978,Rain,22200
060020001166A,06,002,0001,166A,4462.0,5086.680000000135,1.1400000000000303,Rain,22200
0600200011710,06,002,0001,1710,4946.0,5638.440000000293,1.1400000000000594,Rain,22200
060020001006A,06,002,0001,006A,3835.0,4371.89999999993,1.1399999999999817,Rain,22200
0600200010074,06,002,0001,0074,2422.0,2761.0799999999995,1.1399999999999997,Rain,22200
0600200011655,06,002,0001,1655,13757.0,15682.979999997202,1.1399999999997965,Rain,22200
0600200011636,06,002,0001,1636,4858.0,5538.120000000265,1.1400000000000545,Rain,22200
0601000010362,06,010,0001,0362,9134.0,10412.759999999893,1.1399999999999884,Rain,22200
0600200011640,06,002,0001,1640,6309.0,7192.26000000074,1.1400000000001171,Rain,22500
0600200011617,06,002,0001,1617,11442.0,13043.87999999855,1.1399999999998733,Rain,22500
0600200011621,06,002,0001,1621,7196.0,8203.440000001021,1.1400000000001418,Rain,22500
0600200010676,06,002,0001,0676,15358.0,17508.11999999627,1.1399999999997572,Rain,22500
0600200010727,06,002,0001,0727,26366.0,30057.239999989863,1.1399999999996155,Rain,22500
0600200011142,06,002,0001,1142,16974.0,19350.35999999533,1.1399999999997248,Rain,22500
0600200010411,06,002,0001,0411,17020.0,19402.799999995303,1.139999999999724,Rain,22500
0600200011481,06,002,0001,1481,15369.0,17520.659999996264,1.139999999999757,Rain,22500
0600200011068,06,002,0001,1068,28751.0,32776.139999988474,1.1399999999995991,Rain,22500
0600200010708,06,002,0001,0708,12660.0,14432.39999999784,1.1399999999998294,Rain,22500
0600200011458,06,002,0001,1458,8266.0,9423.240000000398,1.140000000000048,Rain,22500
0600200010318,06,002,0001,0318,13650.0,15560.999999997264,1.1399999999997996,Rain,22500
0600200010680,06,002,0001,0680,12667.0,14440.379999997836,1.1399999999998291,Rain,22500
0600200010712,06,002,0001,0712,16792.0,19142.879999995435,1.1399999999997281,Rain,22500
0600200010746,06,002,0001,0746,17500.0,19949.999999995023,1.1399999999997157,Rain,22500
0600200010750,06,002,0001,0750,21615.0,24641.099999992628,1.1399999999996588,Rain,22500
0600200010765,06,002,0001,0765,17334.0,19760.75999999512,1.1399999999997186,Rain,22500
0600200010816,06,002,0001,0816,9994.0,11393.159999999392,1.1399999999999393,Rain,22500
0600200011123,06,002,0001,1123,9422.0,10741.079999999725,1.1399999999999708,Rain,22500
0600200011227,06,002,0001,1227,19151.0,21832.139999994062,1.13999999999969,Rain,22500
0600200011265,06,002,0001,1265,15638.0,17827.319999996107,1.139999999999751,Rain,22500
060020001127A,06,002,0001,127A,18291.0,20851.739999994563,1.1399999999997028,Rain,22500
0600200010801,06,002,0001,0801,21416.0,24414.239999992744,1.1399999999996613,Rain,22500
0600200010835,06,002,0001,0835,17270.0,19687.799999995157,1.1399999999997197,Rain,22500
0600200010924,06,002,0001,0924,19386.0,22100.039999993925,1.1399999999996866,Rain,22500
0600200011439,06,002,0001,1439,10954.0,12487.559999998834,1.1399999999998935,Rain,22500
0600200011462,06,002,0001,1462,13706.0,15624.839999997232,1.139999999999798,Rain,22500
0600200010322,06,002,0001,0322,14773.0,16841.21999999661,1.1399999999997705,Rain,22500
060020001077A,06,002,0001,077A,18408.0,20985.119999994495,1.139999999999701,Rain,22500
0600200010981,06,002,0001,0981,5172.0,5896.080000000367,1.140000000000071,Rain,22500
0600200011513,06,002,0001,1513,23388.0,26662.319999991596,1.1399999999996406,Rain,22500
0600200011528,06,002,0001,1528,8437.0,9618.180000000299,1.1400000000000354,Rain,22500
0600200011301,06,002,0001,1301,30706.0,35004.839999987336,1.1399999999995876,Rain,22500
0600200011053,06,002,0001,1053,16372.0,18664.07999999568,1.1399999999997361,Rain,22500
0600200011072,06,002,0001,1072,14426.0,16445.639999996813,1.139999999999779,Rain,22500
0600200010731,06,002,0001,0731,14382.0,16395.479999996838,1.13999999999978,Rain,22500
060020001166A,06,002,0001,166A,4462.0,5086.680000000135,1.1400000000000303,Rain,22500
0600200011710,06,002,0001,1710,4946.0,5638.440000000293,1.1400000000000594,Rain,22500
060020001006A,06,002,0001,006A,3835.0,4371.89999999993,1.1399999999999817,Rain,22500
0600200010074,06,002,0001,0074,2422.0,2761.0799999999995,1.1399999999999997,Rain,22500
0600200011655,06,002,0001,1655,13757.0,15682.979999997202,1.1399999999997965,Rain,22500
0600200011636,06,002,0001,1636,4858.0,5538.120000000265,1.1400000000000545,Rain,22500
0601000010362,06,010,0001,0362,9134.0,10412.759999999893,1.1399999999999884,Rain,22500
0600200011640,06,002,0001,1640,6309.0,30283.199999996872,4.799999999999504,Rain,22800
0600200011617,06,002,0001,1617,11442.0,54921.60000000993,4.800000000000868,Rain,22800
0600200011621,06,002,0001,1621,7196.0,34540.79999999757,4.799999999999662,Rain,22800
0600200010676,06,002,0001,0676,15358.0,73718.40000002133,4.800000000001389,Rain,22800
0600200010727,06,002,0001,0727,26366.0,126556.80000005336,4.800000000002024,Rain,22800
0600200011142,06,002,0001,1142,16974.0,81475.20000002603,4.800000000001534,Rain,22800
0600200010411,06,002,0001,0411,17020.0,81696.00000002616,4.800000000001537,Rain,22800
0600200011481,06,002,0001,1481,15369.0,73771.20000002136,4.80000000000139,Rain,22800
0600200011068,06,002,0001,1068,28751.0,138004.80000003928,4.800000000001366,Rain,22800
0600200010708,06,002,0001,0708,12660.0,60768.000000013475,4.800000000001065,Rain,22800
0600200011458,06,002,0001,1458,8266.0,39676.80000000069,4.800000000000083,Rain,22800
0600200010318,06,002,0001,0318,13650.0,65520.000000016356,4.800000000001198,Rain,22800
0600200010680,06,002,0001,0680,12667.0,60801.600000013495,4.800000000001066,Rain,22800
0600200010712,06,002,0001,0712,16792.0,80601.6000000255,4.800000000001519,Rain,22800
0600200010746,06,002,0001,0746,17500.0,84000.00000002756,4.800000000001575,Rain,22800
0600200010750,06,002,0001,0750,21615.0,103752.00000003954,4.8000000000018295,Rain,22800
0600200010765,06,002,0001,0765,17334.0,83203.20000002708,4.800000000001562,Rain,22800
0600200010816,06,002,0001,0816,9994.0,47971.200000005716,4.800000000000572,Rain,22800
0600200011123,06,002,0001,1123,9422.0,45225.60000000405,4.80000000000043,Rain,22800
0600200011227,06,002,0001,1227,19151.0,91924.80000003237,4.80000000000169,Rain,22800
0600200011265,06,002,0001,1265,15638.0,75062.40000002214,4.800000000001416,Rain,22800
060020001127A,06,002,0001,127A,18291.0,87796.80000002986,4.800000000001632,Rain,22800
0600200010801,06,002,0001,0801,21416.0,102796.80000003896,4.800000000001819,Rain,22800
0600200010835,06,002,0001,0835,17270.0,82896.00000002689,4.800000000001557,Rain,22800
0600200010924,06,002,0001,0924,19386.0,93052.80000003305,4.800000000001705,Rain,22800
0600200011439,06,002,0001,1439,10954.0,52579.20000000851,4.800000000000777,Rain,22800
0600200011462,06,002,0001,1462,13706.0,65788.80000001652,4.800000000001205,Rain,22800
0600200010322,06,002,0001,0322,14773.0,70910.40000001962,4.8000000000013285,Rain,22800
060020001077A,06,002,0001,077A,18408.0,88358.4000000302,4.800000000001641,Rain,22800
0600200010981,06,002,0001,0981,5172.0,24825.5999999977,4.799999999999555,Rain,22800
0600200011513,06,002,0001,1513,23388.0,112262.4000000447,4.800000000001911,Rain,22800
0600200011528,06,002,0001,1528,8437.0,40497.600000001185,4.80000000000014,Rain,22800
0600200011301,06,002,0001,1301,30706.0,147388.80000001652,4.800000000000538,Rain,22800
0600200011053,06,002,0001,1053,16372.0,78585.60000002428,4.800000000001483,Rain,22800
0600200011072,06,002,0001,1072,14426.0,69244.80000001861,4.80000000000129,Rain,22800
0600200010731,06,002,0001,0731,14382.0,69033.60000001849,4.800000000001285,Rain,22800
060020001166A,06,002,0001,166A,4462.0,21417.599999998216,4.7999999999996,Rain,22800
0600200011710,06,002,0001,1710,4946.0,23740.799999997864,4.799999999999568,Rain,22800
060020001006A,06,002,0001,006A,3835.0,18407.999999998672,4.799999999999653,Rain,22800
0600200010074,06,002,0001,0074,2422.0,11625.599999999698,4.7999999999998755,Rain,22800
0600200011655,06,002,0001,1655,13757.0,66033.60000001667,4.800000000001211,Rain,22800
0600200011636,06,002,0001,1636,4858.0,23318.399999997928,4.7999999999995735,Rain,22800
0601000010362,06,010,0001,0362,9134.0,43843.20000000321,4.8000000000003515,Rain,22800
0600200011640,06,002,0001,1640,6309.0,30283.199999996872,4.799999999999504,Rain,23100
0600200011617,06,002,0001,1617,11442.0,54921.60000000993,4.800000000000868,Rain,23100
0600200011621,06,002,0001,1621,7196.0,34540.79999999757,4.799999999999662,Rain,23100
0600200010676,06,002,0001,0676,15358.0,73718.40000002133,4.800000000001389,Rain,23100
0600200010727,06,002,0001,0727,26366.0,126556.80000005336,4.800000000002024,Rain,23100
0600200011142,06,002,0001,1142,16974.0,81475.20000002603,4.800000000001534,Rain,23100
0600200010411,06,002,0001,0411,17020.0,81696.00000002616,4.800000000001537,Rain,23100
0600200011481,06,002,0001,1481,15369.0,73771.20000002136,4.80000000000139,Rain,23100
0600200011068,06,002,0001,1068,28751.0,138004.80000003928,4.800000000001366,Rain,23100
0600200010708,06,002,0001,0708,12660.0,60768.000000013475,4.800000000001065,Rain,23100
0600200011458,06,002,0001,1458,8266.0,39676.80000000069,4.800000000000083,Rain,23100
0600200010318,06,002,0001,0318,13650.0,65520.000000016356,4.800000000001198,Rain,23100
0600200010680,06,002,0001,0680,12667.0,60801.600000013495,4.800000000001066,Rain,23100
0600200010712,06,002,0001,0712,16792.0,80601.6000000255,4.800000000001519,Rain,23100
0600200010746,06,002,0001,0746,17500.0,84000.00000002756,4.800000000001575,Rain,23100
0600200010750,06,002,0001,0750,21615.0,103752.00000003954,4.8000000000018295,Rain,23100
0600200010765,06,002,0001,0765,17334.0,83203.20000002708,4.800000000001562,Rain,23100
0600200010816,06,002,0001,0816,9994.0,47971.200000005716,4.800000000000572,Rain,23100
0600200011123,06,002,0001,1123,9422.0,45225.60000000405,4.80000000000043,Rain,23100
0600200011227,06,002,0001,1227,19151.0,91924.80000003237,4.80000000000169,Rain,23100
0600200011265,06,002,0001,1265,15638.0,75062.40000002214,4.800000000001416,Rain,23100
060020001127A,06,002,0001,127A,18291.0,87796.80000002986,4.800000000001632,Rain,23100
0600200010801,06,002,0001,0801,21416.0,102796.80000003896,4.800000000001819,Rain,23100
0600200010835,06,002,0001,0835,17270.0,82896.00000002689,4.800000000001557,Rain,23100
0600200010924,06,002,0001,0924,19386.0,93052.80000003305,4.800000000001705,Rain,23100
0600200011439,06,002,0001,1439,10954.0,52579.20000000851,4.800000000000777,Rain,23100
0600200011462,06,002,0001,1462,13706.0,65788.80000001652,4.800000000001205,Rain,23100
0600200010322,06,002,0001,0322,14773.0,70910.40000001962,4.8000000000013285,Rain,23100
060020001077A,06,002,0001,077A,18408.0,88358.4000000302,4.800000000001641,Rain,23100
0600200010981,06,002,0001,0981,5172.0,24825.5999999977,4.799999999999555,Rain,23100
0600200011513,06,002,0001,1513,23388.0,112262.4000000447,4.800000000001911,Rain,23100
