CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,_count,_sum,_mean,class,time
0600200011528,06,002,0001,1528,2899.0,125.74271391000022,0.04337451324939642,Depth,14700
0600200011301,06,002,0001,1301,8860.0,2199.4600096700046,0.2482460507528222,Depth,14700
0600200011053,06,002,0001,1053,5086.0,571.7807717000011,0.11242248755407021,Depth,14700
0600200011072,06,002,0001,1072,4421.0,932.5731358999981,0.21094167290205793,Depth,14700
0600200010731,06,002,0001,0731,9423.0,1571.089742040002,0.16672925204711897,Depth,14700
060020001166A,06,002,0001,166A,1074.0,42.38933815,0.039468657495344506,Depth,14700
0600200011710,06,002,0001,1710,2211.0,58.720482150000024,0.02655833656716419,Depth,14700
060020001006A,06,002,0001,006A,784.0,49.13835247000004,0.06267646998724495,Depth,14700
0600200010074,06,002,0001,0074,310.0,16.01515079999999,0.051661776774193514,Depth,14700
0600200011655,06,002,0001,1655,4019.0,162.5652905299998,0.04044918898482205,Depth,14700
0600200011636,06,002,0001,1636,1433.0,145.0306134800002,0.10120768561060725,Depth,14700
0601000010362,06,010,0001,0362,2467.0,49.2266736400001,0.019954063088771828,Depth,14700
0600200011640,06,002,0001,1640,0.0,0.0,,Depth,1500
0600200011617,06,002,0001,1617,0.0,0.0,,Depth,1500
0600200011621,06,002,0001,1621,0.0,0.0,,Depth,1500
0600200010676,06,002,0001,0676,0.0,0.0,,Depth,1500
0600200010727,06,002,0001,0727,0.0,0.0,,Depth,1500
0600200011142,06,002,0001,1142,0.0,0.0,,Depth,1500
0600200010411,06,002,0001,0411,0.0,0.0,,Depth,1500
0600200011481,06,002,0001,1481,0.0,0.0,,Depth,1500
0600200011068,06,002,0001,1068,0.0,0.0,,Depth,1500
0600200010708,06,002,0001,0708,0.0,0.0,,Depth,1500
0600200011458,06,002,0001,1458,0.0,0.0,,Depth,1500
0600200010318,06,002,0001,0318,0.0,0.0,,Depth,1500
0600200010680,06,002,0001,0680,0.0,0.0,,Depth,1500
0600200010712,06,002,0001,0712,0.0,0.0,,Depth,1500
0600200010746,06,002,0001,0746,0.0,0.0,,Depth,1500
0600200010750,06,002,0001,0750,0.0,0.0,,Depth,1500
0600200010765,06,002,0001,0765,0.0,0.0,,Depth,1500
0600200010816,06,002,0001,0816,0.0,0.0,,Depth,1500
0600200011123,06,002,0001,1123,0.0,0.0,,Depth,1500
0600200011227,06,002,0001,1227,0.0,0.0,,Depth,1500
0600200011265,06,002,0001,1265,0.0,0.0,,Depth,1500
060020001127A,06,002,0001,127A,0.0,0.0,,Depth,1500
0600200010801,06,002,0001,0801,0.0,0.0,,Depth,1500
0600200010835,06,002,0001,0835,0.0,0.0,,Depth,1500
0600200010924,06,002,0001,0924,0.0,0.0,,Depth,1500
0600200011439,06,002,0001,1439,0.0,0.0,,Depth,1500
0600200011462,06,002,0001,1462,0.0,0.0,,Depth,1500
0600200010322,06,002,0001,0322,0.0,0.0,,Depth,1500
060020001077A,06,002,0001,077A,0.0,0.0,,Depth,1500
0600200010981,06,002,0001,0981,0.0,0.0,,Depth,1500
0600200011513,06,002,0001,1513,0.0,0.0,,Depth,1500
0600200011528,06,002,0001,1528,0.0,0.0,,Depth,1500
0600200011301,06,002,0001,1301,0.0,0.0,,Depth,1500
0600200011053,06,002,0001,1053,0.0,0.0,,Depth,1500
0600200011072,06,002,0001,1072,0.0,0.0,,Depth,1500
0600200010731,06,002,0001,0731,0.0,0.0,,Depth,1500
060020001166A,06,002,0001,166A,0.0,0.0,,Depth,1500
0600200011710,06,002,0001,1710,0.0,0.0,,Depth,1500
060020001006A,06,002,0001,006A,0.0,0.0,,Depth,1500
0600200010074,06,002,0001,0074,0.0,0.0,,Depth,1500
0600200011655,06,002,0001,1655,0.0,0.0,,Depth,1500
0600200011636,06,002,0001,1636,0.0,0.0,,Depth,1500
0601000010362,06,010,0001,0362,0.0,0.0,,Depth,1500
0600200011640,06,002,0001,1640,2392.0,411.3755976099999,0.1719797648871237,Depth,15000
0600200011617,06,002,0001,1617,5225.0,2536.429770890003,0.4854411044765556,Depth,15000
0600200011621,06,002,0001,1621,2284.0,95.31366530999992,0.041731026843257406,Depth,15000
0600200010676,06,002,0001,0676,6628.0,1418.5905263399989,0.21402995267652367,Depth,15000
0600200010727,06,002,0001,0727,10919.0,1149.2217695899965,0.105249727043685,Depth,15000
0600200011142,06,002,0001,1142,7640.0,1021.7346337999962,0.1337348997120414,Depth,15000
0600200010411,06,002,0001,0411,7658.0,3213.2594370199986,0.4195951210524939,Depth,15000
0600200011481,06,002,0001,1481,3799.0,216.11135354999962,0.05688637892866534,Depth,15000
0600200011068,06,002,0001,1068,10994.0,1987.7766942700002,0.18080559343914865,Depth,15000
0600200010708,06,002,0001,0708,6768.0,3272.317490219994,0.4834984471365239,Depth,15000
0600200011458,06,002,0001,1458,3129.0,142.46684659999994,0.04553111108980503,Depth,15000
0600200010318,06,002,0001,0318,8397.0,1978.19833609,0.2355839390365607,Depth,15000
0600200010680,06,002,0001,0680,4992.0,147.16905170999993,0.029480979909855758,Depth,15000
0600200010712,06,002,0001,0712,3240.0,187.2823820100001,0.057803204324074105,Depth,15000
0600200010746,06,002,0001,0746,2990.0,210.63945018999956,0.07044797665217377,Depth,15000
0600200010750,06,002,0001,0750,5784.0,1000.7251233000004,0.17301610015560173,Depth,15000
0600200010765,06,002,0001,0765,4791.0,162.8813504900001,0.033997359734919665,Depth,15000
0600200010816,06,002,0001,0816,2822.0,349.5723584699994,0.12387397536144558,Depth,15000
0600200011123,06,002,0001,1123,2983.0,482.8420756200003,0.1618645912236005,Depth,15000
0600200011227,06,002,0001,1227,6197.0,205.61109424000037,0.03317913413587226,Depth,15000
0600200011265,06,002,0001,1265,7729.0,2897.5191227199944,0.3748892641635392,Depth,15000
060020001127A,06,002,0001,127A,7839.0,2525.442099079996,0.3221638090419691,Depth,15000
0600200010801,06,002,0001,0801,6620.0,1423.430202010002,0.21501966797734168,Depth,15000
0600200010835,06,002,0001,0835,5619.0,336.9302828900006,0.05996267714717932,Depth,15000
0600200010924,06,002,0001,0924,6196.0,310.4308488299999,0.050101815498708825,Depth,15000
0600200011439,06,002,0001,1439,2924.0,71.67010581999988,0.024510980102599136,Depth,15000
0600200011462,06,002,0001,1462,6238.0,2512.749269339999,0.40281328460083343,Depth,15000
0600200010322,06,002,0001,0322,3617.0,189.7392761999996,0.05245763787669328,Depth,15000
060020001077A,06,002,0001,077A,4551.0,235.81134695999967,0.051815281687541126,Depth,15000
0600200010981,06,002,0001,0981,1498.0,85.23995282999998,0.056902505226969276,Depth,15000
0600200011513,06,002,0001,1513,12852.0,3196.0946893599903,0.24868461635231795,Depth,15000
0600200011528,06,002,0001,1528,3100.0,139.3099548900001,0.04493869512580649,Depth,15000
0600200011301,06,002,0001,1301,9363.0,2225.5855272000035,0.23770004562640218,Depth,15000
0600200011053,06,002,0001,1053,5493.0,589.6077645700007,0.10733802377025317,Depth,15000
0600200011072,06,002,0001,1072,4763.0,939.8389209199987,0.19732078961158905,Depth,15000
0600200010731,06,002,0001,0731,9524.0,1573.306310669993,0.1651938587431744,Depth,15000
060020001166A,06,002,0001,166A,1146.0,44.69019839999999,0.03899668272251308,Depth,15000
0600200011710,06,002,0001,1710,2282.0,60.28729243,0.026418620696757232,Depth,15000
060020001006A,06,002,0001,006A,837.0,49.638784530000024,0.059305596810035874,Depth,15000
0600200010074,06,002,0001,0074,335.0,19.31955781,0.05767032182089552,Depth,15000
0600200011655,06,002,0001,1655,4297.0,172.21362754000018,0.04007764196881549,Depth,15000
0600200011636,06,002,0001,1636,1558.0,152.48397100999992,0.09787161168806156,Depth,15000
0601000010362,06,010,0001,0362,2725.0,52.89629117999999,0.01941148300183486,Depth,15000
0600200011640,06,002,0001,1640,2515.0,451.9359424899991,0.17969619979721635,Depth,15300
0600200011617,06,002,0001,1617,5331.0,2537.5123653500027,0.475991814922154,Depth,15300
0600200011621,06,002,0001,1621,2401.0,103.80643841999989,0.04323466822990416,Depth,15300
0600200010676,06,002,0001,0676,6770.0,1420.0714963599994,0.20975945293353018,Depth,15300
0600200010727,06,002,0001,0727,11343.0,1164.518432109997,0.1026640599585645,Depth,15300
0600200011142,06,002,0001,1142,7821.0,1030.4585317299973,0.13175534224907265,Depth,15300
0600200010411,06,002,0001,0411,7932.0,3217.0829612499956,0.4055828241616232,Depth,15300
0600200011481,06,002,0001,1481,3979.0,219.89269559999963,0.05526330625785364,Depth,15300
0600200011068,06,002,0001,1068,11283.0,1991.5249412900018,0.17650668627935848,Depth,15300
0600200010708,06,002,0001,0708,6817.0,3272.8162139799942,0.48009626140237555,Depth,15300
0600200011458,06,002,0001,1458,3261.0,152.1977940500002,0.046672123290401775,Depth,15300
0600200010318,06,002,0001,0318,8480.0,1981.7808964800004,0.2337005774150944,Depth,15300
0600200010680,06,002,0001,0680,5182.0,149.17701961999992,0.02878753755692781,Depth,15300
0600200010712,06,002,0001,0712,3445.0,209.12049738000047,0.060702611721335405,Depth,15300
0600200010746,06,002,0001,0746,3141.0,222.9945009399993,0.07099474719516055,Depth,15300
0600200010750,06,002,0001,0750,6032.0,1023.7704330100034,0.1697232150215523,Depth,15300
0600200010765,06,002,0001,0765,5017.0,170.03916467000016,0.03389259810045847,Depth,15300
0600200010816,06,002,0001,0816,2992.0,366.9008075599998,0.12262727525401063,Depth,15300
0600200011123,06,002,0001,1123,3097.0,484.832010260001,0.15654892162092382,Depth,15300
0600200011227,06,002,0001,1227,6443.0,208.28037539000016,0.032326614215427624,Depth,15300
0600200011265,06,002,0001,1265,7819.0,2900.3295304599937,0.3709335631743182,Depth,15300
060020001127A,06,002,0001,127A,7954.0,2530.2283384599914,0.31810766136032076,Depth,15300
0600200010801,06,002,0001,0801,6897.0,1440.124127089999,0.20880442614035075,Depth,15300
0600200010835,06,002,0001,0835,5845.0,341.80602531999955,0.05847836190248067,Depth,15300
0600200010924,06,002,0001,0924,6580.0,333.4009441900006,0.050668836503039605,Depth,15300
0600200011439,06,002,0001,1439,3063.0,73.73138312000013,0.024071623610839088,Depth,15300
0600200011462,06,002,0001,1462,6375.0,2517.1970636900023,0.39485444136313763,Depth,15300
0600200010322,06,002,0001,0322,3892.0,230.35266520999994,0.05918619352774922,Depth,15300
060020001077A,06,002,0001,077A,4828.0,268.4956154299996,0.05561218215202974,Depth,15300
0600200010981,06,002,0001,0981,1604.0,107.86053717999991,0.06724472392768074,Depth,15300
0600200011513,06,002,0001,1513,13022.0,3202.191178130002,0.2459062492804486,Depth,15300
0600200011528,06,002,0001,1528,3208.0,144.29532479999983,0.044979839401496205,Depth,15300
0600200011301,06,002,0001,1301,9677.0,2238.598489380003,0.23133186828355923,Depth,15300
0600200011053,06,002,0001,1053,5730.0,593.0318171500002,0.10349595412739968,Depth,15300
0600200011072,06,002,0001,1072,4917.0,941.5723376499983,0.1914932555725032,Depth,15300
0600200010731,06,002,0001,0731,9608.0,1577.823716649997,0.1642197873282678,Depth,15300
060020001166A,06,002,0001,166A,1188.0,45.16639556,0.03801885148148148,Depth,15300
0600200011710,06,002,0001,1710,2413.0,79.32891190000007,0.03287563692498967,Depth,15300
060020001006A,06,002,0001,006A,875.0,50.03605467,0.05718406248,Depth,15300
0600200010074,06,002,0001,0074,351.0,19.553756029999995,0.055708706638176626,Depth,15300
0600200011655,06,002,0001,1655,4459.0,173.89507515000014,0.03899867126037231,Depth,15300
0600200011636,06,002,0001,1636,1632.0,158.1521472700001,0.09690695298406869,Depth,15300
0601000010362,06,010,0001,0362,2874.0,55.59217115000001,0.019343135403618653,Depth,15300
0600200011640,06,002,0001,1640,2574.0,453.44423621999977,0.17616326193473184,Depth,15600
0600200011617,06,002,0001,1617,5421.0,2538.485370590003,0.46826883796163127,Depth,15600
0600200011621,06,002,0001,1621,2529.0,111.94282308999988,0.044263670656385874,Depth,15600
0600200010676,06,002,0001,0676,6923.0,1421.701547109998,0.20535917190668757,Depth,15600
0600200010727,06,002,0001,0727,11653.0,1171.3402286900005,0.1005183410872737,Depth,15600
0600200011142,06,002,0001,1142,8009.0,1039.0966390499977,0.12974112111998973,Depth,15600
0600200010411,06,002,0001,0411,8118.0,3219.0015461199932,0.39652642844542907,Depth,15600
0600200011481,06,002,0001,1481,4146.0,221.74699312999968,0.0534845617776169,Depth,15600
0600200011068,06,002,0001,1068,11561.0,1994.4646317299996,0.17251661895424267,Depth,15600
0600200010708,06,002,0001,0708,6881.0,3273.5967032899957,0.47574432543089606,Depth,15600
0600200011458,06,002,0001,1458,3337.0,157.01870839999995,0.04705385328139046,Depth,15600
0600200010318,06,002,0001,0318,8580.0,1987.1109852199995,0.23159801692540788,Depth,15600
0600200010680,06,002,0001,0680,5335.0,150.80246558000002,0.02826662897469541,Depth,15600
0600200010712,06,002,0001,0712,3587.0,227.62227502999997,0.06345756203791468,Depth,15600
0600200010746,06,002,0001,0746,3276.0,234.3645025799996,0.07153983595238082,Depth,15600
0600200010750,06,002,0001,0750,6255.0,1041.7625777200024,0.1665487734164672,Depth,15600
0600200010765,06,002,0001,0765,5211.0,177.6692211900004,0.03409503381116876,Depth,15600
0600200010816,06,002,0001,0816,3132.0,381.2220783999998,0.12171841583652612,Depth,15600
0600200011123,06,002,0001,1123,3199.0,486.7049672000008,0.15214284688965327,Depth,15600
0600200011227,06,002,0001,1227,6667.0,210.85050322000075,0.03162599418329095,Depth,15600
0600200011265,06,002,0001,1265,7883.0,2901.7552750699942,0.36810291450843513,Depth,15600
060020001127A,06,002,0001,127A,8062.0,2533.4369797399922,0.3142442296874215,Depth,15600
0600200010801,06,002,0001,0801,7155.0,1458.4070350399993,0.20383047310132765,Depth,15600
0600200010835,06,002,0001,0835,6023.0,347.24655361999976,0.05765342082350984,Depth,15600
0600200010924,06,002,0001,0924,6978.0,370.90320750000086,0.05315322549441113,Depth,15600
0600200011439,06,002,0001,1439,3193.0,75.82757741000006,0.023748066836830586,Depth,15600
0600200011462,06,002,0001,1462,6475.0,2520.7564201299983,0.3893060108308878,Depth,15600
0600200010322,06,002,0001,0322,4179.0,272.43641693000023,0.06519177241684619,Depth,15600
060020001077A,06,002,0001,077A,5067.0,295.95063182999945,0.05840746631734744,Depth,15600
0600200010981,06,002,0001,0981,1680.0,121.9026342799999,0.07256109183333327,Depth,15600
0600200011513,06,002,0001,1513,13169.0,3205.5881262500006,0.24341925174652598,Depth,15600
0600200011528,06,002,0001,1528,3300.0,147.6396732799997,0.04473929493333324,Depth,15600
0600200011301,06,002,0001,1301,9926.0,2247.3355950600017,0.22640898600241807,Depth,15600
0600200011053,06,002,0001,1053,5935.0,596.4497620800015,0.10049701130244339,Depth,15600
0600200011072,06,002,0001,1072,5059.0,943.3087578799992,0.18646150580747167,Depth,15600
0600200010731,06,002,0001,0731,9684.0,1581.3981588800025,0.1633000990169354,Depth,15600
060020001166A,06,002,0001,166A,1225.0,45.55744566999996,0.037189751567346906,Depth,15600
0600200011710,06,002,0001,1710,2486.0,88.01765657999997,0.0354053324939662,Depth,15600
060020001006A,06,002,0001,006A,909.0,50.38533092000003,0.055429406952695305,Depth,15600
0600200010074,06,002,0001,0074,357.0,19.56368266000001,0.05480023154061627,Depth,15600
0600200011655,06,002,0001,1655,4593.0,175.3207756900001,0.038171298865665164,Depth,15600
0600200011636,06,002,0001,1636,1718.0,163.3005382599999,0.09505269980209541,Depth,15600
0601000010362,06,010,0001,0362,3025.0,57.52060816000011,0.019015077077685988,Depth,15600
0600200011640,06,002,0001,1640,2633.0,453.93330163999985,0.17240155778199767,Depth,15900
0600200011617,06,002,0001,1617,5519.0,2539.700310540008,0.4601740008226143,Depth,15900
0600200011621,06,002,0001,1621,2647.0,118.50151924999983,0.04476823545523227,Depth,15900
0600200010676,06,002,0001,0676,7075.0,1423.2634041399954,0.20116797231660713,Depth,15900
0600200010727,06,002,0001,0727,12006.0,1176.8824039300025,0.09802452140013347,Depth,15900
0600200011142,06,002,0001,1142,8177.0,1047.939473589999,0.12815696142717364,Depth,15900
0600200010411,06,002,0001,0411,8273.0,3220.7702898599955,0.38931104676175454,Depth,15900
0600200011481,06,002,0001,1481,4330.0,223.65332562999959,0.05165203825173201,Depth,15900
0600200011068,06,002,0001,1068,11813.0,1997.0637342899968,0.16905644072547166,Depth,15900
0600200010708,06,002,0001,0708,6963.0,3275.4524399099982,0.4704082205816456,Depth,15900
0600200011458,06,002,0001,1458,3427.0,159.1615639199999,0.04644340937262909,Depth,15900
0600200010318,06,002,0001,0318,8664.0,1991.0525551499966,0.2298075432998611,Depth,15900
0600200010680,06,002,0001,0680,5502.0,152.52309856999997,0.027721391961105048,Depth,15900
0600200010712,06,002,0001,0712,3857.0,254.92684081000027,0.06609459186155049,Depth,15900
0600200010746,06,002,0001,0746,3436.0,247.07288207999966,0.07190712516880084,Depth,15900
0600200010750,06,002,0001,0750,6457.0,1060.299861670004,0.16420936374012762,Depth,15900
0600200010765,06,002,0001,0765,5435.0,186.37370120999987,0.03429138936706529,Depth,15900
0600200010816,06,002,0001,0816,3278.0,394.94322074999917,0.12048298375533836,Depth,15900
0600200011123,06,002,0001,1123,3306.0,488.5794576000006,0.14778567985480962,Depth,15900
0600200011227,06,002,0001,1227,6899.0,213.42313226000007,0.030935372120597198,Depth,15900
0600200011265,06,002,0001,1265,7956.0,2903.089706049995,0.3648931254462035,Depth,15900
060020001127A,06,002,0001,127A,8199.0,2536.969810889993,0.30942429697402035,Depth,15900
0600200010801,06,002,0001,0801,7428.0,1478.3199364500026,0.1990199160541199,Depth,15900
0600200010835,06,002,0001,0835,6244.0,361.5606956500009,0.05790530039237683,Depth,15900
0600200010924,06,002,0001,0924,7297.0,400.7795960400015,0.05492388598602185,Depth,15900
0600200011439,06,002,0001,1439,3338.0,78.11383648000017,0.02340138899940089,Depth,15900
0600200011462,06,002,0001,1462,6604.0,2524.8869096800026,0.3823269094003638,Depth,15900
0600200010322,06,002,0001,0322,4429.0,316.52585408000004,0.07146666382479117,Depth,15900
060020001077A,06,002,0001,077A,5271.0,319.51481788999956,0.06061749533105664,Depth,15900
0600200010981,06,002,0001,0981,1721.0,127.53015184,0.07410235435212086,Depth,15900
0600200011513,06,002,0001,1513,13334.0,3209.0958527299995,0.24067015544697762,Depth,15900
0600200011528,06,002,0001,1528,3375.0,150.66185925999974,0.044640550891851774,Depth,15900
0600200011301,06,002,0001,1301,10248.0,2271.6687585400036,0.22166947292544922,Depth,15900
0600200011053,06,002,0001,1053,6151.0,604.9054198900019,0.09834261419118873,Depth,15900
0600200011072,06,002,0001,1072,5174.0,944.7960805499993,0.18260457683610345,Depth,15900
0600200010731,06,002,0001,0731,9736.0,1582.7502773399985,0.16256679101684454,Depth,15900
060020001166A,06,002,0001,166A,1286.0,46.20455770999998,0.03592889402021771,Depth,15900
0600200011710,06,002,0001,1710,2528.0,89.87146775000001,0.03555042236946203,Depth,15900
060020001006A,06,002,0001,006A,949.0,50.82242856000002,0.05355366550052689,Depth,15900
0600200010074,06,002,0001,0074,374.0,19.741389300000012,0.05278446336898399,Depth,15900
0600200011655,06,002,0001,1655,4751.0,176.95881131000024,0.037246645192591084,Depth,15900
0600200011636,06,002,0001,1636,1830.0,169.64448566999957,0.09270190473770468,Depth,15900
0601000010362,06,010,0001,0362,3165.0,59.192735730000024,0.01870228617061612,Depth,15900
0600200011640,06,002,0001,1640,2669.0,454.4328381299997,0.1702633338816035,Depth,16200
0600200011617,06,002,0001,1617,5588.0,2540.561659160002,0.4546459662061564,Depth,16200
0600200011621,06,002,0001,1621,2741.0,122.88640773999984,0.04483269162349501,Depth,16200
0600200010676,06,002,0001,0676,7211.0,1424.700406029998,0.19757320843572293,Depth,16200
0600200010727,06,002,0001,0727,12267.0,1181.0416269799982,0.09627795116817463,Depth,16200
0600200011142,06,002,0001,1142,8321.0,1052.3400476699956,0.12646797832832538,Depth,16200
0600200010411,06,002,0001,0411,8424.0,3222.4331086199945,0.382530046132478,Depth,16200
0600200011481,06,002,0001,1481,4502.0,225.4626659899999,0.05008055663927141,Depth,16200
0600200011068,06,002,0001,1068,12060.0,1999.543657809996,0.1657996399510776,Depth,16200
0600200010708,06,002,0001,0708,7036.0,3276.4542905900007,0.46567002424530995,Depth,16200
0600200011458,06,002,0001,1458,3505.0,160.74473305999976,0.04586155008844501,Depth,16200
0600200010318,06,002,0001,0318,8744.0,1993.330429989997,0.22796551120654127,Depth,16200
0600200010680,06,002,0001,0680,5661.0,154.17099163,0.02723387946122593,Depth,16200
0600200010712,06,002,0001,0712,4277.0,313.7892358099988,0.07336666724573271,Depth,16200
0600200010746,06,002,0001,0746,3596.0,261.01095570999973,0.07258369179922128,Depth,16200
0600200010750,06,002,0001,0750,6637.0,1078.007441780003,0.16242390263372053,Depth,16200
0600200010765,06,002,0001,0765,5716.0,197.3812227399997,0.03453135457312801,Depth,16200
0600200010816,06,002,0001,0816,3411.0,408.5237512999991,0.1197665644385808,Depth,16200
0600200011123,06,002,0001,1123,3402.0,490.3649157600001,0.1441401868783069,Depth,16200
0600200011227,06,002,0001,1227,7125.0,215.82975044000008,0.0302918947985965,Depth,16200
0600200011265,06,002,0001,1265,8019.0,2904.0136172699963,0.36214161582117427,Depth,16200
060020001127A,06,002,0001,127A,8332.0,2539.6999487399917,0.3048127638910216,Depth,16200
0600200010801,06,002,0001,0801,7714.0,1496.4104134699996,0.1939863123502722,Depth,16200
0600200010835,06,002,0001,0835,6483.0,390.90294370000026,0.0602966132500386,Depth,16200
0600200010924,06,002,0001,0924,7517.0,415.45193890000075,0.05526831700146345,Depth,16200
0600200011439,06,002,0001,1439,3463.0,80.02052559,0.02310728431706613,Depth,16200
0600200011462,06,002,0001,1462,6718.0,2528.280829629999,0.3763442735382553,Depth,16200
0600200010322,06,002,0001,0322,4681.0,357.46801638999926,0.07636573731894879,Depth,16200
060020001077A,06,002,0001,077A,5451.0,340.4745746399993,0.0624609382938909,Depth,16200
0600200010981,06,002,0001,0981,1764.0,137.53818118000007,0.07796949046485264,Depth,16200
0600200011513,06,002,0001,1513,13470.0,3211.8430825099995,0.23844417836005935,Depth,16200
0600200011528,06,002,0001,1528,3460.0,153.8697569499997,0.044471028020231125,Depth,16200
0600200011301,06,002,0001,1301,10468.0,2283.1354351700043,0.21810617454814715,Depth,16200
0600200011053,06,002,0001,1053,6314.0,607.0663468300015,0.09614607963731414,Depth,16200
0600200011072,06,002,0001,1072,5309.0,946.390258519997,0.1782614915275941,Depth,16200
0600200010731,06,002,0001,0731,9795.0,1583.563658689997,0.1616706134446143,Depth,16200
060020001166A,06,002,0001,166A,1330.0,46.69076069,0.035105835105263154,Depth,16200
0600200011710,06,002,0001,1710,2585.0,92.7750560000001,0.035889770212766,Depth,16200
060020001006A,06,002,0001,006A,989.0,51.23743914000006,0.051807319656218466,Depth,16200
0600200010074,06,002,0001,0074,386.0,19.891872410000015,0.05153334821243527,Depth,16200
0600200011655,06,002,0001,1655,4877.0,178.18469041999998,0.03653571671519376,Depth,16200
0600200011636,06,002,0001,1636,1912.0,174.61479240999998,0.09132572824790794,Depth,16200
0601000010362,06,010,0001,0362,3292.0,60.6243740799999,0.018415666488456835,Depth,16200
0600200011640,06,002,0001,1640,2701.0,454.8386161899997,0.16839637770825608,Depth,16500
0600200011617,06,002,0001,1617,5658.0,2541.3096435200077,0.4491533480947345,Depth,16500
0600200011621,06,002,0001,1621,2830.0,126.12710835000004,0.0445678828091873,Depth,16500
0600200010676,06,002,0001,0676,7334.0,1425.9950869399986,0.194436199473684,Depth,16500
0600200010727,06,002,0001,0727,12452.0,1184.0520334500009,0.09508930560954071,Depth,16500
0600200011142,06,002,0001,1142,8448.0,1053.9316982199996,0.1247551726112689,Depth,16500
0600200010411,06,002,0001,0411,8521.0,3223.400944129995,0.37828904402417496,Depth,16500
0600200011481,06,002,0001,1481,4632.0,226.79207730999994,0.04896202014464593,Depth,16500
0600200011068,06,002,0001,1068,12256.0,2001.5108046199957,0.16330864920202315,Depth,16500
0600200010708,06,002,0001,0708,7099.0,3277.4055244499987,0.46167143604028715,Depth,16500
0600200011458,06,002,0001,1458,3578.0,161.9472392000001,0.04526194499720517,Depth,16500
0600200010318,06,002,0001,0318,8841.0,2001.7938639099948,0.22642165636353295,Depth,16500
0600200010680,06,002,0001,0680,5787.0,155.47017079999995,0.02686541745291169,Depth,16500
0600200010712,06,002,0001,0712,4515.0,382.6040827999999,0.08474066064230341,Depth,16500
0600200010746,06,002,0001,0746,3723.0,273.7793996000004,0.07353730851463883,Depth,16500
0600200010750,06,002,0001,0750,6800.0,1094.3912315199977,0.16093988698823497,Depth,16500
0600200010765,06,002,0001,0765,5981.0,212.2245292099996,0.03548311807557258,Depth,16500
0600200010816,06,002,0001,0816,3526.0,422.2597475499994,0.1197560259642653,Depth,16500
0600200011123,06,002,0001,1123,3503.0,492.0914151100001,0.14047713819868687,Depth,16500
0600200011227,06,002,0001,1227,7308.0,217.80435863999955,0.029803552085385817,Depth,16500
0600200011265,06,002,0001,1265,8069.0,2904.839679289996,0.3599999602540583,Depth,16500
060020001127A,06,002,0001,127A,8430.0,2541.6267699099917,0.3014978374744949,Depth,16500
0600200010801,06,002,0001,0801,7898.0,1504.0100003600064,0.19042922263357892,Depth,16500
0600200010835,06,002,0001,0835,6677.0,413.24483954000175,0.06189079519844268,Depth,16500
0600200010924,06,002,0001,0924,7737.0,446.1548184099995,0.05766509220757393,Depth,16500
0600200011439,06,002,0001,1439,3567.0,81.56540718000008,0.02286666867956268,Depth,16500
0600200011462,06,002,0001,1462,6797.0,2530.3922337199956,0.3722807464646161,Depth,16500
0600200010322,06,002,0001,0322,4868.0,385.44968589000024,0.07918029701930983,Depth,16500
060020001077A,06,002,0001,077A,5622.0,355.04496933999917,0.06315278714692266,Depth,16500
0600200010981,06,002,0001,0981,1807.0,139.99397384,0.07747314545655783,Depth,16500
0600200011513,06,002,0001,1513,13593.0,3213.291964339998,0.2363931409063487,Depth,16500
0600200011528,06,002,0001,1528,3521.0,155.80891158999984,0.044251323939221765,Depth,16500
0600200011301,06,002,0001,1301,10652.0,2287.0076555499995,0.21470218320972584,Depth,16500
0600200011053,06,002,0001,1053,6419.0,610.4808231000019,0.09510528479513973,Depth,16500
0600200011072,06,002,0001,1072,5415.0,947.4434250899969,0.17496646816066425,Depth,16500
0600200010731,06,002,0001,0731,9833.0,1584.0470924699991,0.16109499567476854,Depth,16500
060020001166A,06,002,0001,166A,1373.0,47.170776339999996,0.03435599150764748,Depth,16500
0600200011710,06,002,0001,1710,2629.0,94.79531834999992,0.036057557379231615,Depth,16500
060020001006A,06,002,0001,006A,1016.0,51.51783191000007,0.05070652747047251,Depth,16500
0600200010074,06,002,0001,0074,395.0,19.96038357999999,0.05053261665822783,Depth,16500
0600200011655,06,002,0001,1655,4990.0,179.40298500000017,0.03595250200400805,Depth,16500
0600200011636,06,002,0001,1636,1966.0,176.29016822000008,0.08966946501525945,Depth,16500
0601000010362,06,010,0001,0362,3372.0,61.41793892999998,0.018214098140569387,Depth,16500
0600200011640,06,002,0001,1640,2730.0,455.17360728999984,0.16673025908058603,Depth,16800
0600200011617,06,002,0001,1617,5714.0,2541.820214560003,0.4448407795869799,Depth,16800
0600200011621,06,002,0001,1621,2891.0,128.6563252200001,0.044502360850916675,Depth,16800
0600200010676,06,002,0001,0676,7428.0,1426.9678581399992,0.19210660448842207,Depth,16800
0600200010727,06,002,0001,0727,12658.0,1187.1750729800035,0.09378851895876153,Depth,16800
0600200011142,06,002,0001,1142,8574.0,1055.1917076999991,0.12306877859808714,Depth,16800
0600200010411,06,002,0001,0411,8620.0,3224.551357209999,0.37407788366705325,Depth,16800
0600200011481,06,002,0001,1481,4735.0,227.90489239999988,0.04813197305174232,Depth,16800
